Nom,Prenom,CodeEtudiant,CodeUE,Annee,Note
Brown,David,2221804,HAI330,2024-2025,11.9
Dupont,Linda,2221102,HAI381,2024-2025,15.3
Jobs,Mario,2221918,HAI988,2024-2025,18.2
Davis,Patricia,2221133,HAI541,2024-2025,18.5
Dupont,David,2221637,HAI789,2024-2025,17.2
Bonaparte,Jennifer,2221415,HAI950,2024-2025,13.7
Jameson,Lebron,2221782,HAI170,2024-2025,12.0
Davis,Josselin,2221836,HAI343,2024-2025,14.5
Jones,Steve,2221390,HAI736,2024-2025,14.9
Jones,Kevin,2221348,HAI831,2024-2025,15.1
Rodriguez,Kylian,2221593,HAI703,2024-2025,13.5
Bourbon,Patricia,2221981,HAI989,2024-2025,14.6
Miller,Michael,2221918,HAI803,2024-2025,12.9
Miller,Luigi,2221514,HAI650,2024-2025,11.7
Leroy,Jennifer,2221571,HAI170,2024-2025,15.8
Brown,Elon,2221539,HAI617,2024-2025,14.2
Lefevre,Donald,2221387,HAI140,2024-2025,14.4
Jones,Elizabeth,2221295,HAI460,2024-2025,17.5
Dupont,Elon,2221939,HAI515,2024-2025,10.6
Jones,John,2221554,HAI760,2024-2025,12.3
Rodriguez,Mary,2221284,HAI763,2024-2025,19.6
Trump,Dorian,2221194,HAI398,2024-2025,18.1
Bourbon,Josselin,2221856,HAI908,2024-2025,13.9
Bonaparte,Donald,2221245,HAI917,2024-2025,16.5
Gates,Kylian,2221717,HAI551,2024-2025,19.9
Miller,Florian,2221657,HAI654,2024-2025,14.2
Valjean,Linda,2221584,HAI946,2024-2025,17.8
Bros,Mary,2221266,HAI354,2024-2025,13.4
Valjean,David,2221274,HAI946,2024-2025,10.1
Leroux,Dorian,2221793,HAI400,2024-2025,13.7
Smith,Mary,2221957,HAI824,2024-2025,17.9
Trump,Patricia,2221010,HAI192,2024-2025,19.7
Jameson,Jennifer,2221002,HAI436,2024-2025,15.1
Gates,Mary,2221659,HAI864,2024-2025,10.1
Johnson,Mary,2221704,HAI307,2024-2025,16.8
Williams,Mary,2221220,HAI786,2024-2025,11.4
Brown,Lebron,2221715,HAI257,2024-2025,16.5
Jobs,Elon,2221330,HAI588,2024-2025,13.7
Dupont,Lebron,2221211,HAI728,2024-2025,16.1
Dough,Dorian,2221125,HAI716,2024-2025,16.8
Lefevre,Ricardo,2221566,HAI319,2024-2025,15.9
Trump,Josselin,2221026,HAI468,2024-2025,11.0
Valjean,Elon,2221930,HAI599,2024-2025,11.7
Musk,Robert,2221916,HAI509,2024-2025,14.1
Martinez,Robert,2221834,HAI891,2024-2025,11.4
Davis,Robert,2221185,HAI301,2024-2025,13.6
Musk,James,2221436,HAI212,2024-2025,12.0
Bourbon,Nicolas,2221576,HAI977,2024-2025,17.9
Jones,Donald,2221419,HAI930,2024-2025,18.7
Martinez,James,2221630,HAI707,2024-2025,14.6
Jameson,Donald,2221849,HAI946,2024-2025,13.9
Dupont,Elizabeth,2221313,HAI815,2024-2025,18.6
Bourbon,Napoleon,2221773,HAI513,2024-2025,11.7
Valjean,Lebron,2221503,HAI332,2024-2025,19.4
Lefevre,Michael,2221574,HAI156,2024-2025,18.1
Lefevre,Luigi,2221559,HAI654,2024-2025,10.0
Brown,Jennifer,2221903,HAI347,2024-2025,11.9
Dupont,Jennifer,2221846,HAI140,2024-2025,14.3
Bonaparte,Patricia,2221214,HAI662,2024-2025,10.6
Bonaparte,Michael,2221634,HAI251,2024-2025,10.5
Jobs,Steve,2221324,HAI645,2024-2025,20.0
Jobs,Kevin,2221344,HAI495,2024-2025,12.9
Bourbon,Pio,2221281,HAI632,2024-2025,10.7
Leroy,Dorian,2221159,HAI387,2024-2025,17.0
Garcia,Kylian,2221517,HAI528,2024-2025,14.4
Trump,Napoleon,2221726,HAI559,2024-2025,11.2
Bros,Dorian,2221613,HAI686,2024-2025,11.3
Jones,Ricardo,2221574,HAI252,2024-2025,17.5
Jobs,Elizabeth,2221491,HAI389,2024-2025,16.3
Smith,Dorian,2221451,HAI273,2024-2025,18.3
Bonaparte,Josselin,2221067,HAI671,2024-2025,11.3
Musk,Mario,2221661,HAI939,2024-2025,10.3
Jobs,John,2221476,HAI462,2024-2025,11.2
Leroy,Patricia,2221791,HAI132,2024-2025,14.6
Miller,Linda,2221884,HAI682,2024-2025,15.3
Bourbon,Linda,2221338,HAI618,2024-2025,10.6
Martinez,Mario,2221135,HAI535,2024-2025,18.7
Miller,David,2221501,HAI924,2024-2025,14.1
Garcia,Mary,2221786,HAI364,2024-2025,10.6
Leroux,Robert,2221080,HAI253,2024-2025,10.2
Bourbon,David,2221500,HAI381,2024-2025,10.8
Johnson,Dorian,2221583,HAI789,2024-2025,14.0
Leroux,James,2221345,HAI886,2024-2025,13.8
Trump,Pio,2221223,HAI830,2024-2025,15.6
Dupont,Donald,2221690,HAI247,2024-2025,12.8
Jameson,Dorian,2221793,HAI897,2024-2025,17.5
Leroy,Josselin,2221407,HAI205,2024-2025,17.2
Valjean,Jennifer,2221173,HAI652,2024-2025,12.5
Dough,Robert,2221100,HAI307,2024-2025,19.6
Jones,Patricia,2221729,HAI998,2024-2025,17.7
Lefevre,Nicolas,2221140,HAI895,2024-2025,11.6
Miller,Elon,2221627,HAI415,2024-2025,18.6
Jones,Michael,2221505,HAI625,2024-2025,16.0
Jameson,Patricia,2221629,HAI526,2024-2025,12.3
Dough,James,2221190,HAI432,2024-2025,17.8
Bonaparte,Nicolas,2221883,HAI833,2024-2025,12.9
Davis,Rayman,2221812,HAI443,2024-2025,15.7
Jones,Josselin,2221413,HAI536,2024-2025,18.3
Jameson,Josselin,2221178,HAI852,2024-2025,15.5
Jobs,Donald,2221407,HAI232,2024-2025,15.3
Bonaparte,Napoleon,2221494,HAI671,2024-2025,19.6
Valjean,Donald,2221699,HAI505,2024-2025,13.9
Bourbon,Rayman,2221261,HAI684,2024-2025,17.1
Miller,Lebron,2221742,HAI421,2024-2025,19.9
Bourbon,Lebron,2221287,HAI309,2024-2025,13.9
Brown,Dorian,2221554,HAI915,2024-2025,13.1
Rodriguez,Florian,2221711,HAI329,2024-2025,14.1
Bonaparte,Pio,2221348,HAI132,2024-2025,19.2
Leroy,Robert,2221257,HAI321,2024-2025,10.9
Bros,Robert,2221027,HAI838,2024-2025,13.5
Lefevre,Linda,2221937,HAI449,2024-2025,17.4
Musk,Kylian,2221486,HAI110,2024-2025,19.2
Rodriguez,James,2221391,HAI856,2024-2025,16.8
Lefevre,David,2221478,HAI115,2024-2025,18.8
Leroy,James,2221678,HAI888,2024-2025,18.8
Jones,Nicolas,2221316,HAI925,2024-2025,18.9
Smith,Robert,2221260,HAI627,2024-2025,19.9
Brown,Patricia,2221550,HAI855,2024-2025,10.4
Jobs,Ricardo,2221429,HAI772,2024-2025,13.7
Bros,James,2221363,HAI907,2024-2025,13.9
Dupont,Patricia,2221574,HAI382,2024-2025,11.0
Miller,Elizabeth,2221669,HAI711,2024-2025,19.3
Martinez,Kylian,2221688,HAI553,2024-2025,17.2
Trump,Rayman,2221612,HAI223,2024-2025,11.8
Gates,Florian,2221599,HAI403,2024-2025,18.8
Bonaparte,Linda,2221583,HAI141,2024-2025,11.7
Smith,James,2221343,HAI966,2024-2025,13.9
Bonaparte,David,2221136,HAI431,2024-2025,15.8
Jones,Napoleon,2221552,HAI294,2024-2025,18.2
Johnson,Robert,2221830,HAI190,2024-2025,11.0
Williams,Robert,2221874,HAI354,2024-2025,12.0
Jameson,Napoleon,2221393,HAI589,2024-2025,18.2
Brown,Josselin,2221248,HAI326,2024-2025,16.7
Gates,James,2221499,HAI107,2024-2025,16.3
Dupont,Josselin,2221516,HAI484,2024-2025,11.9
Johnson,James,2221188,HAI112,2024-2025,16.2
Williams,James,2221042,HAI423,2024-2025,18.3
Davis,Mary,2221338,HAI244,2024-2025,11.3
Lefevre,Elon,2221088,HAI496,2024-2025,14.6
Musk,Steve,2221163,HAI303,2024-2025,13.2
Musk,Kevin,2221253,HAI637,2024-2025,11.6
Miller,Jennifer,2221878,HAI635,2024-2025,15.8
Valjean,Dorian,2221952,HAI342,2024-2025,13.3
Martinez,Steve,2221521,HAI775,2024-2025,13.1
Musk,Elizabeth,2221457,HAI317,2024-2025,17.9
Jones,Pio,2221321,HAI162,2024-2025,12.9
Jameson,Pio,2221061,HAI565,2024-2025,19.2
Musk,John,2221080,HAI430,2024-2025,14.6
Jobs,Michael,2221519,HAI296,2024-2025,17.6
Jobs,Luigi,2221369,HAI783,2024-2025,17.3
Bourbon,Mary,2221867,HAI688,2024-2025,17.6
Valjean,Patricia,2221844,HAI837,2024-2025,13.6
Rodriguez,Mario,2221528,HAI911,2024-2025,10.4
Jones,Linda,2221231,HAI650,2024-2025,13.1
Jones,David,2221143,HAI184,2024-2025,12.7
Smith,Mario,2221454,HAI313,2024-2025,17.3
Valjean,Josselin,2221994,HAI718,2024-2025,10.0
Lefevre,Lebron,2221929,HAI756,2024-2025,16.9
Miller,Donald,2221533,HAI201,2024-2025,10.5
Dupont,Nicolas,2221617,HAI183,2024-2025,18.5
Leroux,Kylian,2221764,HAI124,2024-2025,16.8
Bonaparte,Rayman,2221098,HAI627,2024-2025,18.2
Gates,Mario,2221760,HAI173,2024-2025,13.5
Bonaparte,Lebron,2221937,HAI188,2024-2025,16.5
Johnson,Mario,2221533,HAI960,2024-2025,10.6
Williams,Mario,2221665,HAI847,2024-2025,14.6
Trump,Mary,2221311,HAI849,2024-2025,17.3
Dupont,Napoleon,2221172,HAI917,2024-2025,16.9
Brown,Robert,2221996,HAI975,2024-2025,12.4
Dough,Kylian,2221496,HAI797,2024-2025,12.0
Garcia,Florian,2221504,HAI543,2024-2025,13.1
Leroux,Steve,2221821,HAI788,2024-2025,11.2
Jobs,Nicolas,2221540,HAI166,2024-2025,15.1
Dupont,Pio,2221735,HAI207,2024-2025,11.5
Jobs,Napoleon,2221023,HAI749,2024-2025,10.9
Lefevre,Jennifer,2221077,HAI417,2024-2025,15.4
Jones,Rayman,2221792,HAI169,2024-2025,14.0
Valjean,Napoleon,2221790,HAI813,2024-2025,14.1
Jameson,Rayman,2221159,HAI990,2024-2025,15.2
Jones,Lebron,2221121,HAI776,2024-2025,16.4
Bourbon,Dorian,2221693,HAI885,2024-2025,12.5
Musk,Ricardo,2221373,HAI574,2024-2025,19.9
Jobs,Pio,2221777,HAI582,2024-2025,17.2
Bonaparte,Mary,2221087,HAI980,2024-2025,15.4
Martinez,Ricardo,2221640,HAI741,2024-2025,12.8
Leroy,Kylian,2221565,HAI677,2024-2025,11.8
Miller,Patricia,2221582,HAI947,2024-2025,19.2
Valjean,Pio,2221789,HAI126,2024-2025,12.5
Bros,Kylian,2221962,HAI458,2024-2025,19.8
Smith,Kylian,2221824,HAI582,2024-2025,11.6
Garcia,Mario,2221636,HAI616,2024-2025,13.4
Jobs,Linda,2221556,HAI263,2024-2025,15.3
Miller,Josselin,2221020,HAI767,2024-2025,15.3
Leroy,Mary,2221534,HAI735,2024-2025,18.2
Jobs,David,2221360,HAI702,2024-2025,10.2
Johnson,Kylian,2221329,HAI226,2024-2025,15.1
Williams,Kylian,2221524,HAI333,2024-2025,13.5
Rodriguez,Steve,2221656,HAI834,2024-2025,18.3
Rodriguez,Kevin,2221912,HAI731,2024-2025,12.4
Jones,Jennifer,2221504,HAI133,2024-2025,12.2
Bros,Steve,2221068,HAI382,2024-2025,18.7
Musk,Michael,2221513,HAI368,2024-2025,18.3
Musk,Luigi,2221034,HAI440,2024-2025,15.1
Rodriguez,Elizabeth,2221377,HAI976,2024-2025,10.1
Smith,Steve,2221512,HAI421,2024-2025,14.0
Brown,Rayman,2221412,HAI536,2024-2025,13.3
Martinez,Michael,2221034,HAI505,2024-2025,12.8
Martinez,Luigi,2221788,HAI151,2024-2025,15.9
Dupont,Rayman,2221715,HAI753,2024-2025,16.7
Rodriguez,John,2221724,HAI843,2024-2025,14.7
Jones,Mary,2221925,HAI508,2024-2025,15.8
Gates,Steve,2221811,HAI432,2024-2025,15.7
Gates,Kevin,2221127,HAI476,2024-2025,17.1
Jameson,Mary,2221319,HAI483,2024-2025,11.4
Musk,Florian,2221895,HAI363,2024-2025,13.6
Johnson,Steve,2221033,HAI403,2024-2025,17.5
Williams,Steve,2221980,HAI688,2024-2025,12.0
Williams,Kevin,2221132,HAI676,2024-2025,14.1
Gates,Elizabeth,2221529,HAI710,2024-2025,12.5
Martinez,Florian,2221973,HAI433,2024-2025,19.9
Davis,Florian,2221595,HAI462,2024-2025,18.8
Leroux,Ricardo,2221056,HAI127,2024-2025,12.2
Miller,Nicolas,2221530,HAI481,2024-2025,19.7
Gates,John,2221749,HAI348,2024-2025,16.4
Williams,John,2221761,HAI641,2024-2025,18.3
Davis,James,2221964,HAI102,2024-2025,14.8
Lefevre,Dorian,2221240,HAI716,2024-2025,19.1
Miller,Napoleon,2221090,HAI416,2024-2025,19.4
Jobs,Rayman,2221098,HAI649,2024-2025,18.6
Bonaparte,Dorian,2221969,HAI169,2024-2025,15.1
Jobs,Lebron,2221549,HAI161,2024-2025,10.5
Bourbon,Robert,2221839,HAI329,2024-2025,16.9
Valjean,Rayman,2221763,HAI774,2024-2025,12.0
Lefevre,Patricia,2221523,HAI210,2024-2025,19.8
Brown,Kylian,2221378,HAI228,2024-2025,11.7
Bourbon,James,2221153,HAI269,2024-2025,12.6
Musk,Nicolas,2221152,HAI987,2024-2025,13.6
Rodriguez,Donald,2221375,HAI529,2024-2025,11.4
Miller,Pio,2221706,HAI825,2024-2025,15.4
Lefevre,Josselin,2221771,HAI476,2024-2025,15.0
Leroux,Luigi,2221712,HAI573,2024-2025,14.3
Brown,Mary,2221183,HAI862,2024-2025,12.6
Dupont,Mary,2221115,HAI819,2024-2025,14.7
Trump,Robert,2221110,HAI550,2024-2025,16.1
Gates,Donald,2221802,HAI238,2024-2025,11.7
Leroux,Florian,2221122,HAI362,2024-2025,13.5
Trump,James,2221741,HAI248,2024-2025,17.5
Davis,Mario,2221792,HAI531,2024-2025,19.1
Dough,Luigi,2221621,HAI264,2024-2025,19.1
Jones,Dorian,2221735,HAI984,2024-2025,15.5
Garcia,Steve,2221015,HAI173,2024-2025,11.4
Jobs,Jennifer,2221451,HAI763,2024-2025,11.3
Garcia,Kevin,2221033,HAI868,2024-2025,13.4
Rodriguez,Ricardo,2221023,HAI870,2024-2025,12.6
Dough,Florian,2221712,HAI417,2024-2025,18.4
Bros,Ricardo,2221398,HAI339,2024-2025,10.6
Garcia,Elizabeth,2221084,HAI146,2024-2025,19.6
Bourbon,Mario,2221420,HAI104,2024-2025,11.2
Smith,Ricardo,2221269,HAI402,2024-2025,12.3
Musk,Linda,2221767,HAI649,2024-2025,11.8
Garcia,John,2221180,HAI863,2024-2025,15.2
Musk,David,2221936,HAI543,2024-2025,12.8
Valjean,Mary,2221222,HAI176,2024-2025,19.5
Gates,Ricardo,2221371,HAI270,2024-2025,10.2
Martinez,David,2221416,HAI759,2024-2025,16.8
Lefevre,Napoleon,2221862,HAI177,2024-2025,16.3
Johnson,Ricardo,2221531,HAI258,2024-2025,11.9
Williams,Ricardo,2221633,HAI324,2024-2025,13.6
Lefevre,Robert,2221251,HAI494,2024-2025,19.6
Trump,Mario,2221308,HAI593,2024-2025,14.2
Rodriguez,Michael,2221992,HAI720,2024-2025,18.8
Rodriguez,Luigi,2221470,HAI180,2024-2025,11.5
Bonaparte,Robert,2221584,HAI472,2024-2025,10.9
Musk,Elon,2221153,HAI477,2024-2025,12.4
Miller,Rayman,2221162,HAI500,2024-2025,12.4
Leroux,Mario,2221935,HAI995,2024-2025,19.3
Bros,Luigi,2221713,HAI273,2024-2025,18.3
Lefevre,Pio,2221060,HAI446,2024-2025,11.3
Martinez,Elon,2221991,HAI533,2024-2025,12.3
Bonaparte,James,2221984,HAI375,2024-2025,13.2
Smith,Michael,2221800,HAI940,2024-2025,16.6
Smith,Luigi,2221306,HAI399,2024-2025,15.7
Leroy,Florian,2221353,HAI525,2024-2025,10.6
Dupont,Dorian,2221670,HAI422,2024-2025,12.5
Gates,Michael,2221264,HAI548,2024-2025,15.9
Gates,Luigi,2221831,HAI793,2024-2025,16.1
Bros,Florian,2221543,HAI299,2024-2025,13.5
Johnson,Michael,2221041,HAI438,2024-2025,19.4
Johnson,Luigi,2221903,HAI344,2024-2025,14.5
Williams,Michael,2221917,HAI667,2024-2025,11.5
Williams,Luigi,2221718,HAI421,2024-2025,10.6
Garcia,Donald,2221456,HAI734,2024-2025,11.0
Dough,Mario,2221453,HAI935,2024-2025,13.6
Smith,Florian,2221822,HAI229,2024-2025,17.9
Davis,Kylian,2221811,HAI836,2024-2025,19.3
Musk,Lebron,2221339,HAI237,2024-2025,16.6
Johnson,Florian,2221652,HAI515,2024-2025,17.8
Williams,Florian,2221848,HAI103,2024-2025,18.0
Jones,Robert,2221208,HAI867,2024-2025,15.2
Jameson,Robert,2221624,HAI958,2024-2025,13.4
Jobs,Dorian,2221128,HAI748,2024-2025,10.5
Jones,James,2221697,HAI302,2024-2025,15.4
Bourbon,Kylian,2221840,HAI775,2024-2025,19.1
Rodriguez,Nicolas,2221412,HAI275,2024-2025,13.3
Jameson,James,2221359,HAI839,2024-2025,13.1
Davis,Steve,2221423,HAI319,2024-2025,10.5
Garcia,Ricardo,2221368,HAI861,2024-2025,18.0
Davis,Kevin,2221742,HAI827,2024-2025,13.7
Martinez,Kevin,2221882,HAI259,2024-2025,12.0
Leroux,Elon,2221295,HAI678,2024-2025,20.0
Rodriguez,Napoleon,2221382,HAI965,2024-2025,15.1
Jobs,Patricia,2221327,HAI591,2024-2025,19.6
Martinez,Elizabeth,2221524,HAI213,2024-2025,11.5
Davis,Elizabeth,2221792,HAI462,2024-2025,19.7
Miller,Mary,2221765,HAI708,2024-2025,10.2
Gates,Nicolas,2221189,HAI756,2024-2025,14.8
Martinez,John,2221062,HAI275,2024-2025,16.9
Davis,John,2221835,HAI362,2024-2025,16.7
Leroy,Mario,2221494,HAI540,2024-2025,14.9
Williams,Nicolas,2221590,HAI947,2024-2025,17.9
Bourbon,Steve,2221116,HAI870,2024-2025,11.6
Jobs,Josselin,2221810,HAI103,2024-2025,10.5
Bros,Mario,2221205,HAI933,2024-2025,19.4
Trump,Kylian,2221902,HAI626,2024-2025,11.8
Lefevre,Rayman,2221694,HAI910,2024-2025,12.7
Dough,Elon,2221064,HAI911,2024-2025,12.7
Gates,Napoleon,2221616,HAI607,2024-2025,11.2
Musk,Jennifer,2221193,HAI486,2024-2025,18.4
Rodriguez,Pio,2221076,HAI579,2024-2025,13.2
Martinez,Jennifer,2221897,HAI569,2024-2025,10.5
Garcia,Michael,2221488,HAI853,2024-2025,19.9
Garcia,Luigi,2221335,HAI430,2024-2025,11.1
Brown,Florian,2221046,HAI637,2024-2025,18.4
Jameson,Mario,2221846,HAI653,2024-2025,10.7
Dupont,Robert,2221019,HAI118,2024-2025,18.4
Rodriguez,Linda,2221183,HAI372,2024-2025,11.2
Trump,Steve,2221772,HAI128,2024-2025,13.3
Trump,Kevin,2221248,HAI791,2024-2025,10.1
Gates,Pio,2221746,HAI732,2024-2025,14.2
Rodriguez,David,2221986,HAI213,2024-2025,16.6
Brown,James,2221786,HAI354,2024-2025,13.6
Dupont,James,2221253,HAI776,2024-2025,10.6
Musk,Donald,2221777,HAI182,2024-2025,10.9
Leroux,Kevin,2221206,HAI390,2024-2025,14.9
Smith,David,2221057,HAI850,2024-2025,12.9
Martinez,Donald,2221070,HAI718,2024-2025,13.3
Davis,Donald,2221307,HAI151,2024-2025,19.0
Trump,John,2221495,HAI586,2024-2025,19.8
Leroux,Elizabeth,2221581,HAI929,2024-2025,10.4
Gates,Linda,2221035,HAI352,2024-2025,13.2
Gates,David,2221642,HAI753,2024-2025,12.6
Williams,Linda,2221401,HAI925,2024-2025,15.0
Leroux,John,2221075,HAI644,2024-2025,19.7
Johnson,David,2221268,HAI745,2024-2025,19.1
Williams,David,2221816,HAI613,2024-2025,17.7
Rodriguez,Elon,2221261,HAI906,2024-2025,17.2
Dough,Steve,2221396,HAI159,2024-2025,20.0
Dough,Kevin,2221776,HAI137,2024-2025,17.6
Leroy,Elon,2221543,HAI688,2024-2025,17.3
Bros,Elon,2221026,HAI248,2024-2025,14.6
Jobs,Robert,2221065,HAI716,2024-2025,16.1
Bonaparte,Kylian,2221386,HAI762,2024-2025,11.4
Dough,Elizabeth,2221115,HAI160,2024-2025,11.4
Smith,Elon,2221617,HAI372,2024-2025,16.5
Valjean,Robert,2221742,HAI535,2024-2025,16.9
Miller,Dorian,2221600,HAI835,2024-2025,16.4
Lefevre,Mary,2221110,HAI409,2024-2025,15.4
Leroux,Jennifer,2221626,HAI994,2024-2025,16.0
Jobs,James,2221366,HAI829,2024-2025,19.0
Dough,John,2221188,HAI407,2024-2025,11.1
Gates,Elon,2221090,HAI841,2024-2025,10.1
Garcia,Nicolas,2221658,HAI334,2024-2025,15.3
Valjean,James,2221156,HAI970,2024-2025,17.0
Johnson,Elon,2221233,HAI423,2024-2025,16.9
Williams,Elon,2221620,HAI797,2024-2025,18.2
Brown,Mario,2221918,HAI921,2024-2025,18.7
Davis,Ricardo,2221051,HAI959,2024-2025,19.3
Dupont,Mario,2221908,HAI266,2024-2025,18.8
Garcia,Napoleon,2221106,HAI970,2024-2025,15.2
Dough,Jennifer,2221335,HAI105,2024-2025,19.7
Bonaparte,Steve,2221312,HAI977,2024-2025,11.4
Rodriguez,Lebron,2221429,HAI604,2024-2025,18.6
Musk,Dorian,2221749,HAI129,2024-2025,10.0
Leroux,Donald,2221015,HAI508,2024-2025,10.6
Bourbon,Ricardo,2221710,HAI773,2024-2025,18.3
Leroy,Steve,2221568,HAI888,2024-2025,15.9
Jones,Kylian,2221026,HAI318,2024-2025,16.3
Garcia,Pio,2221944,HAI955,2024-2025,15.5
Leroy,Kevin,2221897,HAI519,2024-2025,18.8
Gates,Lebron,2221383,HAI979,2024-2025,16.2
Musk,Patricia,2221087,HAI332,2024-2025,12.2
Jameson,Kylian,2221574,HAI150,2024-2025,17.5
Bros,Kevin,2221877,HAI444,2024-2025,10.6
Williams,Lebron,2221715,HAI431,2024-2025,13.1
Leroy,Elizabeth,2221959,HAI472,2024-2025,17.4
Martinez,Patricia,2221265,HAI337,2024-2025,12.8
Smith,Kevin,2221881,HAI106,2024-2025,12.4
Davis,Michael,2221390,HAI732,2024-2025,11.3
Davis,Luigi,2221458,HAI143,2024-2025,13.9
Dough,Donald,2221028,HAI782,2024-2025,15.8
Bros,Elizabeth,2221177,HAI298,2024-2025,16.0
Valjean,Mario,2221337,HAI436,2024-2025,15.0
Leroy,John,2221178,HAI953,2024-2025,14.3
Musk,Josselin,2221912,HAI363,2024-2025,15.7
Smith,Elizabeth,2221002,HAI724,2024-2025,14.7
Garcia,Linda,2221936,HAI162,2024-2025,19.5
Bros,John,2221346,HAI334,2024-2025,10.8
Garcia,David,2221932,HAI213,2024-2025,17.3
Trump,Ricardo,2221087,HAI609,2024-2025,14.3
Johnson,Kevin,2221415,HAI427,2024-2025,18.0
Martinez,Josselin,2221624,HAI495,2024-2025,17.2
Smith,John,2221385,HAI569,2024-2025,19.4
Jameson,Steve,2221154,HAI155,2024-2025,19.3
Jameson,Kevin,2221766,HAI144,2024-2025,17.6
Johnson,Elizabeth,2221695,HAI901,2024-2025,13.7
Williams,Elizabeth,2221554,HAI366,2024-2025,16.4
Rodriguez,Jennifer,2221803,HAI567,2024-2025,12.7
Bourbon,Michael,2221192,HAI422,2024-2025,17.8
Bourbon,Luigi,2221641,HAI290,2024-2025,17.1
Bros,Jennifer,2221881,HAI870,2024-2025,15.1
Johnson,John,2221192,HAI939,2024-2025,17.0
Jameson,Elizabeth,2221953,HAI890,2024-2025,14.2
Smith,Jennifer,2221304,HAI658,2024-2025,16.5
Jameson,John,2221594,HAI279,2024-2025,14.5
Garcia,Elon,2221451,HAI910,2024-2025,14.3
Bourbon,Florian,2221901,HAI138,2024-2025,14.6
Gates,Jennifer,2221616,HAI172,2024-2025,19.0
Dough,Ricardo,2221689,HAI870,2024-2025,18.9
Miller,Robert,2221738,HAI276,2024-2025,16.5
Johnson,Jennifer,2221237,HAI861,2024-2025,15.6
Williams,Jennifer,2221555,HAI412,2024-2025,17.3
Miller,James,2221668,HAI887,2024-2025,14.7
Trump,Michael,2221757,HAI345,2024-2025,10.1
Dupont,Kylian,2221735,HAI636,2024-2025,12.4
Trump,Luigi,2221470,HAI901,2024-2025,18.0
Leroy,Donald,2221237,HAI653,2024-2025,14.3
Martinez,Nicolas,2221863,HAI673,2024-2025,16.5
Davis,Nicolas,2221591,HAI981,2024-2025,15.3
Leroux,Patricia,2221582,HAI103,2024-2025,15.9
Bros,Donald,2221436,HAI424,2024-2025,14.3
Leroux,Michael,2221149,HAI452,2024-2025,17.2
Musk,Napoleon,2221859,HAI187,2024-2025,18.8
Smith,Donald,2221360,HAI966,2024-2025,12.1
Trump,Florian,2221447,HAI106,2024-2025,11.9
Garcia,Rayman,2221132,HAI631,2024-2025,16.4
Davis,Napoleon,2221402,HAI975,2024-2025,10.1
Martinez,Napoleon,2221732,HAI499,2024-2025,18.9
Garcia,Lebron,2221190,HAI976,2024-2025,10.2
Leroux,Josselin,2221007,HAI483,2024-2025,12.5
Bonaparte,Ricardo,2221589,HAI136,2024-2025,18.5
Brown,Steve,2221427,HAI842,2024-2025,12.1
Brown,Kevin,2221019,HAI172,2024-2025,16.0
Dough,Patricia,2221740,HAI682,2024-2025,15.1
Johnson,Donald,2221348,HAI571,2024-2025,13.8
Williams,Donald,2221418,HAI880,2024-2025,14.5
Dupont,Steve,2221531,HAI639,2024-2025,18.1
Dough,Michael,2221152,HAI747,2024-2025,12.3
Dupont,Kevin,2221551,HAI677,2024-2025,12.5
Brown,Elizabeth,2221050,HAI227,2024-2025,18.8
Musk,Pio,2221376,HAI774,2024-2025,17.1
Jobs,Kylian,2221285,HAI470,2024-2025,15.7
Brown,John,2221705,HAI117,2024-2025,17.9
Dough,Josselin,2221018,HAI887,2024-2025,10.8
Valjean,Kylian,2221613,HAI105,2024-2025,18.3
Martinez,Pio,2221227,HAI705,2024-2025,18.6
Davis,Pio,2221959,HAI539,2024-2025,10.5
Dupont,John,2221026,HAI555,2024-2025,15.6
Leroy,Ricardo,2221706,HAI618,2024-2025,18.5
Miller,Mario,2221037,HAI633,2024-2025,15.5
Jobs,Mary,2221071,HAI187,2024-2025,18.3
Trump,Nicolas,2221294,HAI151,2024-2025,15.2
Martinez,Linda,2221853,HAI822,2024-2025,11.2
Davis,Linda,2221466,HAI945,2024-2025,17.9
Bonaparte,Luigi,2221922,HAI525,2024-2025,14.5
Davis,David,2221292,HAI213,2024-2025,16.4
Rodriguez,Dorian,2221966,HAI543,2024-2025,19.4
Leroux,Nicolas,2221302,HAI403,2024-2025,11.9
Lefevre,Florian,2221294,HAI897,2024-2025,19.9
Valjean,Steve,2221125,HAI237,2024-2025,14.3
Valjean,Kevin,2221485,HAI839,2024-2025,11.6
Garcia,Jennifer,2221594,HAI253,2024-2025,18.3
Jameson,Ricardo,2221206,HAI403,2024-2025,19.4
Leroux,Napoleon,2221570,HAI440,2024-2025,17.2
Valjean,Elizabeth,2221717,HAI837,2024-2025,11.1
Bonaparte,Florian,2221304,HAI141,2024-2025,12.4
Lefevre,James,2221591,HAI398,2024-2025,17.1
Rodriguez,Patricia,2221727,HAI599,2024-2025,18.5
Leroy,Michael,2221939,HAI423,2024-2025,13.1
Leroy,Luigi,2221571,HAI541,2024-2025,18.6
Gates,Dorian,2221899,HAI965,2024-2025,12.9
Valjean,John,2221770,HAI697,2024-2025,11.6
Bros,Patricia,2221266,HAI859,2024-2025,10.4
Dough,Nicolas,2221512,HAI803,2024-2025,11.3
